,0
onset_env_0_mean,0.6225065588951111
onset_env_0_std,0.6183381080627441
tempogram_0_mean,0.9989937613201851
tempogram_0_std,0.031705301820580366
tempogram_1_mean,0.7804311089611968
tempogram_1_std,0.06321968485979167
tempogram_2_mean,0.567002625113039
tempogram_2_std,0.1104557167331136
tempogram_3_mean,0.5168109661740662
tempogram_3_std,0.11883779336027549
tempogram_4_mean,0.5157089425096366
tempogram_4_std,0.11541120831207997
tempogram_5_mean,0.5210400059167805
tempogram_5_std,0.11437548469115023
tempogram_6_mean,0.5274301817691449
tempogram_6_std,0.11198492878567402
tempogram_7_mean,0.5266369564462919
tempogram_7_std,0.1097155493615596
tempogram_8_mean,0.525370823679599
tempogram_8_std,0.11043748980598299
tempogram_9_mean,0.5294261881992463
tempogram_9_std,0.10709338433827872
tempogram_10_mean,0.5336026329942456
tempogram_10_std,0.10780455320982568
tempogram_11_mean,0.5319376967045402
tempogram_11_std,0.10994221162161735
tempogram_12_mean,0.5294339398904826
tempogram_12_std,0.10949031639315022
tempogram_13_mean,0.5249274573744882
tempogram_13_std,0.11092564244106363
tempogram_14_mean,0.5284530956337767
tempogram_14_std,0.11222453535502619
tempogram_15_mean,0.5576510824275123
tempogram_15_std,0.11409871140129824
tempogram_16_mean,0.6134968462306621
tempogram_16_std,0.1257118903124431
tempogram_17_mean,0.6539627059969454
tempogram_17_std,0.12491513869123332
tempogram_18_mean,0.6457390935849276
tempogram_18_std,0.10237312322250056
tempogram_19_mean,0.6163751534310385
tempogram_19_std,0.10626325670313704
tempogram_20_mean,0.5876339497930475
tempogram_20_std,0.11186711025454159
tempogram_21_mean,0.5627596452992844
tempogram_21_std,0.11263592091490987
tempogram_22_mean,0.5436505531441229
tempogram_22_std,0.11551424103492575
tempogram_23_mean,0.5319445615191856
tempogram_23_std,0.11514273445642965
tempogram_24_mean,0.529421588121255
tempogram_24_std,0.11173167148585733
tempogram_25_mean,0.52920622272444
tempogram_25_std,0.11074000079787723
tempogram_26_mean,0.5240086845469601
tempogram_26_std,0.11007563453343919
tempogram_27_mean,0.5162517724612168
tempogram_27_std,0.1089020178279911
tempogram_28_mean,0.5109982843792829
tempogram_28_std,0.10824291595589736
tempogram_29_mean,0.50929687335977
tempogram_29_std,0.10869325209042363
tempogram_30_mean,0.5110711988289857
tempogram_30_std,0.11114529950293164
tempogram_31_mean,0.5176103973605608
tempogram_31_std,0.1136194398869014
tempogram_32_mean,0.5350590534037436
tempogram_32_std,0.11106588974885492
tempogram_33_mean,0.5622242479835758
tempogram_33_std,0.11993365419303127
tempogram_34_mean,0.5792163057091165
tempogram_34_std,0.11381315969573244
tempogram_35_mean,0.5788420369074534
tempogram_35_std,0.10987640687289761
tempogram_36_mean,0.5637216743561853
tempogram_36_std,0.10427183784076677
tempogram_37_mean,0.5485304686305932
tempogram_37_std,0.10769973918332186
tempogram_38_mean,0.5336623486606435
tempogram_38_std,0.10918818188666848
tempogram_39_mean,0.5223718015079534
tempogram_39_std,0.10954196409398358
tempogram_40_mean,0.5190293936078963
tempogram_40_std,0.10996638511202467
tempogram_41_mean,0.5145412286857255
tempogram_41_std,0.11206501306793004
tempogram_42_mean,0.5026177281046045
tempogram_42_std,0.11241110209822144
tempogram_43_mean,0.4937875407401028
tempogram_43_std,0.11072582780519602
tempogram_44_mean,0.4910981573635458
tempogram_44_std,0.10937508585400628
tempogram_45_mean,0.49030170384937116
tempogram_45_std,0.11005381649131091
tempogram_46_mean,0.4896647990553644
tempogram_46_std,0.11050614611864212
tempogram_47_mean,0.48583469476965097
tempogram_47_std,0.10960903467435919
tempogram_48_mean,0.48987107095321536
tempogram_48_std,0.10927367402398999
tempogram_49_mean,0.5033468691990995
tempogram_49_std,0.11143424822877027
tempogram_50_mean,0.513477347098544
tempogram_50_std,0.10995490136183853
tempogram_51_mean,0.518127733389493
tempogram_51_std,0.10354381134157496
tempogram_52_mean,0.5194091296092779
tempogram_52_std,0.1053778488755598
tempogram_53_mean,0.5123406937428251
tempogram_53_std,0.10348432635371868
tempogram_54_mean,0.5005489368676946
tempogram_54_std,0.1055560211383146
tempogram_55_mean,0.49089662788658506
tempogram_55_std,0.10577912078549469
tempogram_56_mean,0.48375401485492103
tempogram_56_std,0.10449630289219586
tempogram_57_mean,0.4799346945220864
tempogram_57_std,0.1042858046698442
tempogram_58_mean,0.47446396329059976
tempogram_58_std,0.10281153409154146
tempogram_59_mean,0.46934137572164913
tempogram_59_std,0.10177122548969192
tempogram_60_mean,0.46188024630782054
tempogram_60_std,0.09973959959229946
tempogram_61_mean,0.4556473241204096
tempogram_61_std,0.10003749010266441
tempogram_62_mean,0.4494290390892249
tempogram_62_std,0.10230337661509627
tempogram_63_mean,0.4443238429684948
tempogram_63_std,0.10361958479190211
tempogram_64_mean,0.44351473303548894
tempogram_64_std,0.10296885291867668
tempogram_65_mean,0.4482612374643862
tempogram_65_std,0.100699810701114
tempogram_66_mean,0.4590296010328152
tempogram_66_std,0.10345979493950942
tempogram_67_mean,0.4624396630461575
tempogram_67_std,0.10325914121344476
tempogram_68_mean,0.46128175031407903
tempogram_68_std,0.09904937235091381
tempogram_69_mean,0.460501886229926
tempogram_69_std,0.09846472432379556
tempogram_70_mean,0.4553775909392657
tempogram_70_std,0.10013318551346612
tempogram_71_mean,0.4497210264882301
tempogram_71_std,0.09987513671825675
tempogram_72_mean,0.4467077404145512
tempogram_72_std,0.09742811132224298
tempogram_73_mean,0.4404920649194845
tempogram_73_std,0.09691380410374163
tempogram_74_mean,0.43108716457951035
tempogram_74_std,0.09863085064098695
tempogram_75_mean,0.42688343628242176
tempogram_75_std,0.0981053376476124
tempogram_76_mean,0.42722620454967014
tempogram_76_std,0.09800447090993178
tempogram_77_mean,0.42146741385681485
tempogram_77_std,0.09619416025297785
tempogram_78_mean,0.4124182391844582
tempogram_78_std,0.09247339688854021
tempogram_79_mean,0.40889318653915113
tempogram_79_std,0.09378660787593343
tempogram_80_mean,0.40440418333159295
tempogram_80_std,0.09595820549153646
tempogram_81_mean,0.40138640193653674
tempogram_81_std,0.0980817199161734
tempogram_82_mean,0.40363940620191796
tempogram_82_std,0.09676332154281671
tempogram_83_mean,0.40998310068880606
tempogram_83_std,0.09593539759343249
tempogram_84_mean,0.40837869313428965
tempogram_84_std,0.09333856356155237
tempogram_85_mean,0.4045327346423487
tempogram_85_std,0.09360016131379444
tempogram_86_mean,0.40299348958071923
tempogram_86_std,0.09599830663026966
tempogram_87_mean,0.39997008401874745
tempogram_87_std,0.09816651601825341
tempogram_88_mean,0.39573646803923473
tempogram_88_std,0.09780826719812849
tempogram_89_mean,0.39077627872423004
tempogram_89_std,0.09151563162534548
tempogram_90_mean,0.3870585208055455
tempogram_90_std,0.08919441638651784
tempogram_91_mean,0.382644586504566
tempogram_91_std,0.08967075933695678
tempogram_92_mean,0.3757541739568909
tempogram_92_std,0.09088141835968824
tempogram_93_mean,0.3688424381843066
tempogram_93_std,0.09087889206739261
tempogram_94_mean,0.3610487626189162
tempogram_94_std,0.08765013078909069
tempogram_95_mean,0.35746224250585246
tempogram_95_std,0.08483308998134703
tempogram_96_mean,0.3557778868779042
tempogram_96_std,0.08572771458673419
tempogram_97_mean,0.35305562789504746
tempogram_97_std,0.08725147922368032
tempogram_98_mean,0.34981338132234957
tempogram_98_std,0.08624101976934681
tempogram_99_mean,0.35071482459716463
tempogram_99_std,0.08459681914063825
tempogram_100_mean,0.3539409372680833
tempogram_100_std,0.08673921021845495
tempogram_101_mean,0.3511851694065544
tempogram_101_std,0.08892966014375718
tempogram_102_mean,0.3480691269737596
tempogram_102_std,0.08966072212434693
tempogram_103_mean,0.34716261034106954
tempogram_103_std,0.08726465103756596
tempogram_104_mean,0.3417015061639423
tempogram_104_std,0.08494359465235249
tempogram_105_mean,0.33749780612375324
tempogram_105_std,0.08495784816841064
tempogram_106_mean,0.3371996331454138
tempogram_106_std,0.08528969262547267
tempogram_107_mean,0.33492247950701687
tempogram_107_std,0.0863190850590442
tempogram_108_mean,0.3272340752862474
tempogram_108_std,0.08390713384489147
tempogram_109_mean,0.32031470831865305
tempogram_109_std,0.08373496788056599
tempogram_110_mean,0.31470922157254655
tempogram_110_std,0.08326283902199763
tempogram_111_mean,0.30953882735355925
tempogram_111_std,0.08101721089317312
tempogram_112_mean,0.3065123575245694
tempogram_112_std,0.07880028997243196
tempogram_113_mean,0.30263592641975595
tempogram_113_std,0.07776645419119958
tempogram_114_mean,0.2992592568010199
tempogram_114_std,0.07676700409361242
tempogram_115_mean,0.2984986664249049
tempogram_115_std,0.07546482152530631
tempogram_116_mean,0.2992208120019763
tempogram_116_std,0.07477142326720791
tempogram_117_mean,0.29807742307779256
tempogram_117_std,0.07691226500195826
tempogram_118_mean,0.29684783296842343
tempogram_118_std,0.07825358829356213
tempogram_119_mean,0.2940711598063534
tempogram_119_std,0.0790585944873892
tempogram_120_mean,0.2895306266469108
tempogram_120_std,0.0790145877358795
tempogram_121_mean,0.28470000863764044
tempogram_121_std,0.07677229705764485
tempogram_122_mean,0.28200422160565236
tempogram_122_std,0.07529373187580242
tempogram_123_mean,0.27987599795669116
tempogram_123_std,0.07497593133151356
tempogram_124_mean,0.27350976779775127
tempogram_124_std,0.07350554743091868
tempogram_125_mean,0.26805283521089746
tempogram_125_std,0.07195311231413072
tempogram_126_mean,0.2648208599603121
tempogram_126_std,0.07152389523055734
tempogram_127_mean,0.26016729466859595
tempogram_127_std,0.07187488633953111
tempogram_128_mean,0.2565281092706266
tempogram_128_std,0.07189293474918941
tempogram_129_mean,0.252446690438719
tempogram_129_std,0.07011527780882933
tempogram_130_mean,0.2477803301328641
tempogram_130_std,0.06906422347218305
tempogram_131_mean,0.24636863031732573
tempogram_131_std,0.06843357255191636
tempogram_132_mean,0.24556488493546016
tempogram_132_std,0.06831739698850486
tempogram_133_mean,0.24490955352241936
tempogram_133_std,0.0681586921343713
tempogram_134_mean,0.2457612833446108
tempogram_134_std,0.06740469185894925
tempogram_135_mean,0.24411448412886363
tempogram_135_std,0.06871081091056543
tempogram_136_mean,0.239806124081816
tempogram_136_std,0.06874292062876618
tempogram_137_mean,0.23536370453269884
tempogram_137_std,0.06686630991941929
tempogram_138_mean,0.23114877455642852
tempogram_138_std,0.06495068769892151
tempogram_139_mean,0.22805159759087637
tempogram_139_std,0.06416105932683211
tempogram_140_mean,0.2236274799927212
tempogram_140_std,0.06295951604397941
tempogram_141_mean,0.21912228540281165
tempogram_141_std,0.06127940883041244
tempogram_142_mean,0.2152127053087266
tempogram_142_std,0.061476249424617935
tempogram_143_mean,0.21264463013700846
tempogram_143_std,0.06248715722085299
tempogram_144_mean,0.20976358985716234
tempogram_144_std,0.06170045902418861
tempogram_145_mean,0.20576243385497636
tempogram_145_std,0.060062235814661864
tempogram_146_mean,0.20265599958197664
tempogram_146_std,0.05858431159689748
tempogram_147_mean,0.1989386610884772
tempogram_147_std,0.057628894238263305
tempogram_148_mean,0.1954973260932098
tempogram_148_std,0.05743812519719236
tempogram_149_mean,0.19413009261004663
tempogram_149_std,0.056969680711747434
tempogram_150_mean,0.19434367057664811
tempogram_150_std,0.058331916963881396
tempogram_151_mean,0.19400867154324786
tempogram_151_std,0.05801717569853064
tempogram_152_mean,0.19028317446766702
tempogram_152_std,0.05624622376146831
tempogram_153_mean,0.1849506077855208
tempogram_153_std,0.054591395103172985
tempogram_154_mean,0.1819904950828233
tempogram_154_std,0.054788652825860436
tempogram_155_mean,0.18013383491287127
tempogram_155_std,0.05499377802901512
tempogram_156_mean,0.17685204834418522
tempogram_156_std,0.05415156734751335
tempogram_157_mean,0.1747531849031749
tempogram_157_std,0.05339074317103215
tempogram_158_mean,0.17222012227938585
tempogram_158_std,0.05170712616111766
tempogram_159_mean,0.1692559996038975
tempogram_159_std,0.05029297528349961
tempogram_160_mean,0.16667947081324735
tempogram_160_std,0.0509681611076538
tempogram_161_mean,0.16314928404163556
tempogram_161_std,0.05009930638050967
tempogram_162_mean,0.1595532726428719
tempogram_162_std,0.04930350381276744
tempogram_163_mean,0.15588782540668977
tempogram_163_std,0.048442639095909984
tempogram_164_mean,0.15273614078344547
tempogram_164_std,0.0472782554301763
tempogram_165_mean,0.15112433833127298
tempogram_165_std,0.047106887600473456
tempogram_166_mean,0.14990330303146218
tempogram_166_std,0.04726705808618303
tempogram_167_mean,0.14683753704071262
tempogram_167_std,0.046318670250818914
tempogram_168_mean,0.14498196215393894
tempogram_168_std,0.04564982284835716
tempogram_169_mean,0.14505588032516525
tempogram_169_std,0.0453745237314014
tempogram_170_mean,0.14224631687852654
tempogram_170_std,0.04448989865069601
tempogram_171_mean,0.1389605520971631
tempogram_171_std,0.04527124647978018
tempogram_172_mean,0.13623362539893374
tempogram_172_std,0.04506224779572114
tempogram_173_mean,0.13287540576843246
tempogram_173_std,0.04329579784023673
tempogram_174_mean,0.130229056853573
tempogram_174_std,0.04130326354400942
tempogram_175_mean,0.12864602671414865
tempogram_175_std,0.040766057699643206
tempogram_176_mean,0.12673709460630722
tempogram_176_std,0.04102062580182323
tempogram_177_mean,0.12343878024068623
tempogram_177_std,0.04052473574506171
tempogram_178_mean,0.12057761344159826
tempogram_178_std,0.03947105110354095
tempogram_179_mean,0.11791584085792983
tempogram_179_std,0.038372639245479984
tempogram_180_mean,0.1155933484270273
tempogram_180_std,0.03793825716715816
tempogram_181_mean,0.11345711871585236
tempogram_181_std,0.03765559834455393
tempogram_182_mean,0.11196425484722944
tempogram_182_std,0.03702023882884165
tempogram_183_mean,0.11103678827087304
tempogram_183_std,0.036604067329486865
tempogram_184_mean,0.10972182456711055
tempogram_184_std,0.035967740173465414
tempogram_185_mean,0.1086066135164842
tempogram_185_std,0.03575659685511921
tempogram_186_mean,0.10724379693882767
tempogram_186_std,0.03629309417116993
tempogram_187_mean,0.10413455683212614
tempogram_187_std,0.03544939051376196
tempogram_188_mean,0.10110229178966695
tempogram_188_std,0.03488560445167986
tempogram_189_mean,0.09900206592612147
tempogram_189_std,0.03468190922697486
tempogram_190_mean,0.09682407601953562
tempogram_190_std,0.03345293468700167
tempogram_191_mean,0.09510512100643839
tempogram_191_std,0.03246331458246598
tempogram_192_mean,0.09344988112418119
tempogram_192_std,0.032434727069759806
tempogram_193_mean,0.09093094055715271
tempogram_193_std,0.03220383560363122
tempogram_194_mean,0.08787719385045192
tempogram_194_std,0.031000783867763428
tempogram_195_mean,0.08534812618627138
tempogram_195_std,0.029554078744739937
tempogram_196_mean,0.08370042736061895
tempogram_196_std,0.028578511235114897
tempogram_197_mean,0.08247506103727628
tempogram_197_std,0.02851268390052011
tempogram_198_mean,0.08128316435522646
tempogram_198_std,0.028409497906830502
tempogram_199_mean,0.07988408093073616
tempogram_199_std,0.027517696193785912
tempogram_200_mean,0.07838338931408484
tempogram_200_std,0.026704153511658422
tempogram_201_mean,0.07695723856161701
tempogram_201_std,0.0269728191049622
tempogram_202_mean,0.07532520469189809
tempogram_202_std,0.027015612622050024
tempogram_203_mean,0.07369141306398061
tempogram_203_std,0.027045325610252934
tempogram_204_mean,0.07235116917294541
tempogram_204_std,0.026517844655492246
tempogram_205_mean,0.07071990390305838
tempogram_205_std,0.02601766299770758
tempogram_206_mean,0.06867537946173073
tempogram_206_std,0.025426682991898365
tempogram_207_mean,0.06654693255560751
tempogram_207_std,0.024188828974662426
tempogram_208_mean,0.0649940901255683
tempogram_208_std,0.023774323330142
tempogram_209_mean,0.06430015696505689
tempogram_209_std,0.024553033912084618
tempogram_210_mean,0.06347686939407989
tempogram_210_std,0.02451201596869663
tempogram_211_mean,0.06158797879956107
tempogram_211_std,0.02320586627293316
tempogram_212_mean,0.059192194064131134
tempogram_212_std,0.021628973806491023
tempogram_213_mean,0.05708223735124512
tempogram_213_std,0.020994961939533114
tempogram_214_mean,0.05516316365092497
tempogram_214_std,0.020396523586412318
tempogram_215_mean,0.053840734107236096
tempogram_215_std,0.02013733567156591
tempogram_216_mean,0.05314172613370213
tempogram_216_std,0.020138155342677613
tempogram_217_mean,0.052518305203738104
tempogram_217_std,0.019605878944087107
tempogram_218_mean,0.05191284058604953
tempogram_218_std,0.01923237471498996
tempogram_219_mean,0.05079923294267107
tempogram_219_std,0.019053771098116214
tempogram_220_mean,0.04895991488464414
tempogram_220_std,0.018645925667722604
tempogram_221_mean,0.04782085864448362
tempogram_221_std,0.018737349206727247
tempogram_222_mean,0.04684516335757986
tempogram_222_std,0.018675926864881134
tempogram_223_mean,0.045281915702923156
tempogram_223_std,0.018240744687565518
tempogram_224_mean,0.043758773258347664
tempogram_224_std,0.017518488013496022
tempogram_225_mean,0.042581895505315125
tempogram_225_std,0.01691372458536856
tempogram_226_mean,0.04121925716481167
tempogram_226_std,0.01610610617284264
tempogram_227_mean,0.039881532998629524
tempogram_227_std,0.015644010825951845
tempogram_228_mean,0.0388990509414276
tempogram_228_std,0.015583744849198937
tempogram_229_mean,0.03802667837266878
tempogram_229_std,0.015195104805074723
tempogram_230_mean,0.03693011175227679
tempogram_230_std,0.014491799221171567
tempogram_231_mean,0.03582788601658855
tempogram_231_std,0.013980947945363769
tempogram_232_mean,0.03475732955093662
tempogram_232_std,0.013597509095346468
tempogram_233_mean,0.03389163241199004
tempogram_233_std,0.01338345406806373
tempogram_234_mean,0.033400407574881115
tempogram_234_std,0.013601199567211968
tempogram_235_mean,0.03252240891974111
tempogram_235_std,0.013742838982320047
tempogram_236_mean,0.031315912921118225
tempogram_236_std,0.012942089725083284
tempogram_237_mean,0.030496462055552828
tempogram_237_std,0.01253005964250098
tempogram_238_mean,0.0298209971728755
tempogram_238_std,0.01247946501304871
tempogram_239_mean,0.02901042345305046
tempogram_239_std,0.012462335282566338
tempogram_240_mean,0.027906856526169126
tempogram_240_std,0.011685357705210316
tempogram_241_mean,0.026891695126227206
tempogram_241_std,0.011056203158588974
tempogram_242_mean,0.0260254829765099
tempogram_242_std,0.010868051294482386
tempogram_243_mean,0.025247318163005402
tempogram_243_std,0.010729138253399901
tempogram_244_mean,0.024320891300733206
tempogram_244_std,0.010438876423477975
tempogram_245_mean,0.02332236382853301
tempogram_245_std,0.009837773403797647
tempogram_246_mean,0.022620219862056343
tempogram_246_std,0.009584455410879024
tempogram_247_mean,0.021994884338979687
tempogram_247_std,0.009307436578977745
tempogram_248_mean,0.021379242057473376
tempogram_248_std,0.00914172912489124
tempogram_249_mean,0.020649168985972216
tempogram_249_std,0.008777491042508655
tempogram_250_mean,0.0199779558628333
tempogram_250_std,0.008463874466674794
tempogram_251_mean,0.01953077158431663
tempogram_251_std,0.008332150140174415
tempogram_252_mean,0.01909747868261568
tempogram_252_std,0.00840433382244588
tempogram_253_mean,0.018576181733523007
tempogram_253_std,0.008194607150739329
tempogram_254_mean,0.01796507028863586
tempogram_254_std,0.007751580808434883
tempogram_255_mean,0.01727006438659133
tempogram_255_std,0.007526734394551037
tempogram_256_mean,0.016522402256049076
tempogram_256_std,0.007400302437075964
tempogram_257_mean,0.01575297139725013
tempogram_257_std,0.006908191938854085
tempogram_258_mean,0.01504066420653157
tempogram_258_std,0.006528705835677817
tempogram_259_mean,0.014490783124631307
tempogram_259_std,0.006269695315892904
tempogram_260_mean,0.014029282418376619
tempogram_260_std,0.006113004953947002
tempogram_261_mean,0.013537832986996264
tempogram_261_std,0.006017077359443785
tempogram_262_mean,0.013127293142125797
tempogram_262_std,0.0059372785664318925
tempogram_263_mean,0.01265743883769788
tempogram_263_std,0.005809575631888103
tempogram_264_mean,0.012162827649282521
tempogram_264_std,0.0056250335220010585
tempogram_265_mean,0.011683923835237048
tempogram_265_std,0.005332388710173378
tempogram_266_mean,0.01125038111030853
tempogram_266_std,0.005131517087427479
tempogram_267_mean,0.010826494536375601
tempogram_267_std,0.004866702765651884
tempogram_268_mean,0.01046011436970656
tempogram_268_std,0.0047851103799614395
tempogram_269_mean,0.010099360758037428
tempogram_269_std,0.0048014261312717575
tempogram_270_mean,0.0097459946140114
tempogram_270_std,0.0045935449620988925
tempogram_271_mean,0.009348398534485644
tempogram_271_std,0.004275747775651944
tempogram_272_mean,0.008918873460710313
tempogram_272_std,0.004106792260297144
tempogram_273_mean,0.008591273995535678
tempogram_273_std,0.004001309900067529
tempogram_274_mean,0.008307883063518333
tempogram_274_std,0.003869205389630802
tempogram_275_mean,0.007949926869028862
tempogram_275_std,0.003726735568313412
tempogram_276_mean,0.007489452500742525
tempogram_276_std,0.0034596554828853036
tempogram_277_mean,0.007120249480104736
tempogram_277_std,0.0033100025050649324
tempogram_278_mean,0.006799483319108783
tempogram_278_std,0.0031841286437287375
tempogram_279_mean,0.006501603311089842
tempogram_279_std,0.003034291765133897
tempogram_280_mean,0.006256757254944236
tempogram_280_std,0.0029736390752967716
tempogram_281_mean,0.0060025282395669115
tempogram_281_std,0.002860823062989613
tempogram_282_mean,0.005696534931944372
tempogram_282_std,0.002732600945322299
tempogram_283_mean,0.005428915200138875
tempogram_283_std,0.0026537414133530196
tempogram_284_mean,0.005200976381243872
tempogram_284_std,0.002561376852893394
tempogram_285_mean,0.004996478584443015
tempogram_285_std,0.002474070219694219
tempogram_286_mean,0.004855225070300079
tempogram_286_std,0.0024612774624747
tempogram_287_mean,0.004636663000575777
tempogram_287_std,0.0022974539374457457
tempogram_288_mean,0.0043368086966119115
tempogram_288_std,0.0020717026075510164
tempogram_289_mean,0.004072365473397446
tempogram_289_std,0.0019363497297874112
tempogram_290_mean,0.003861751286387207
